Date;Price;Open;High;Low;Change (%)
30/04/2014;445.6;446.1;452.6;430.9;-0.11
01/05/2014;460.1;445.6;464.5;444.5;3.25
02/05/2014;453.7;460.1;463.4;442.0;-1.40
03/05/2014;438.6;453.7;454.2;429.1;-3.31
04/05/2014;436.0;438.6;446.6;428.8;-0.59
05/05/2014;430.9;436.0;443.9;426.4;-1.19
06/05/2014;432.2;430.9;435.0;420.2;0.31
07/05/2014;446.5;432.2;458.8;423.5;3.32
08/05/2014;441.1;446.5;455.5;439.5;-1.22
09/05/2014;445.5;441.1;455.8;438.5;0.98
10/05/2014;451.9;445.5;459.5;441.4;1.45
11/05/2014;433.2;451.9;455.4;429.0;-4.13
12/05/2014;438.2;433.2;441.1;430.2;1.15
13/05/2014;433.9;438.2;442.3;432.7;-0.98
14/05/2014;442.6;433.9;444.3;433.9;2.01
15/05/2014;448.1;442.6;450.0;441.5;1.24
16/05/2014;453.6;448.1;455.1;441.9;1.23
17/05/2014;452.8;453.6;455.9;452.2;-0.19
18/05/2014;450.1;452.8;454.0;449.0;-0.59
19/05/2014;443.9;450.1;451.7;441.2;-1.39
20/05/2014;484.6;443.9;486.2;437.3;9.16
21/05/2014;488.8;484.6;495.2;481.7;0.88
22/05/2014;515.4;488.8;519.3;485.5;5.43
23/05/2014;518.1;515.4;540.9;515.2;0.53
24/05/2014;520.5;518.1;526.7;510.4;0.46
25/05/2014;570.4;520.5;575.2;520.5;9.60
26/05/2014;582.0;570.4;586.4;564.7;2.03
27/05/2014;570.1;582.0;586.2;555.3;-2.05
28/05/2014;570.8;570.1;581.8;562.6;0.13
29/05/2014;564.4;570.8;573.8;557.7;-1.12
30/05/2014;612.3;564.4;613.3;564.0;8.49
31/05/2014;627.9;612.3;629.0;604.7;2.54
01/06/2014;649.8;627.9;675.0;622.0;3.48
02/06/2014;655.5;649.8;662.6;625.5;0.88
03/06/2014;669.4;655.5;676.5;631.4;2.13
04/06/2014;638.9;669.4;669.8;602.1;-4.56
05/06/2014;660.2;638.9;665.4;635.6;3.33
06/06/2014;650.4;660.2;663.8;647.1;-1.48
07/06/2014;651.7;650.4;659.8;641.0;0.19
08/06/2014;651.0;651.7;658.9;648.7;-0.10
09/06/2014;644.3;651.0;652.1;639.1;-1.03
10/06/2014;655.6;644.3;661.4;641.7;1.75
11/06/2014;643.0;655.6;663.0;642.3;-1.93
12/06/2014;597.1;643.0;643.8;591.1;-7.13
13/06/2014;610.3;597.1;619.1;594.9;2.21
14/06/2014;583.4;610.3;613.8;563.7;-4.41
15/06/2014;582.3;583.4;587.8;560.8;-0.19
16/06/2014;599.1;582.3;606.1;580.5;2.88
17/06/2014;605.1;599.1;608.4;594.9;1.00
18/06/2014;606.2;605.1;614.4;603.6;0.19
19/06/2014;600.2;606.2;612.6;598.7;-1.00
20/06/2014;590.8;600.2;602.0;587.1;-1.57
21/06/2014;597.0;590.8;599.2;584.8;1.06
22/06/2014;603.6;597.0;610.1;592.0;1.10
23/06/2014;591.2;603.6;604.7;582.9;-2.06
24/06/2014;588.8;591.2;595.7;585.4;-0.41
25/06/2014;568.5;588.8;589.6;566.9;-3.45
26/06/2014;582.7;568.5;582.7;565.8;2.51
27/06/2014;602.2;582.7;603.9;580.1;3.35
28/06/2014;597.6;602.2;608.8;594.0;-0.78
29/06/2014;601.1;597.6;604.3;593.2;0.59
30/06/2014;635.1;601.1;637.3;596.5;5.67
01/07/2014;643.2;635.1;652.5;634.1;1.27
02/07/2014;645.7;643.2;652.1;604.6;0.39
03/07/2014;638.0;645.7;646.4;633.6;-1.19
04/07/2014;624.0;638.0;642.2;623.0;-2.21
05/07/2014;623.0;624.0;627.8;619.7;-0.16
06/07/2014;626.7;623.0;629.4;622.7;0.59
07/07/2014;613.6;626.7;627.9;607.3;-2.08
08/07/2014;615.3;613.6;619.7;609.3;0.28
09/07/2014;623.0;615.3;623.8;610.5;1.25
10/07/2014;618.4;623.0;625.0;611.7;-0.74
11/07/2014;632.9;618.4;633.6;616.1;2.35
12/07/2014;635.9;632.9;638.6;625.9;0.47
13/07/2014;628.0;635.9;638.6;627.5;-1.24
14/07/2014;618.3;628.0;629.0;616.1;-1.55
15/07/2014;619.6;618.3;624.4;617.3;0.21
16/07/2014;614.8;619.6;622.4;614.2;-0.77
17/07/2014;626.6;614.8;632.5;610.0;1.92
18/07/2014;627.5;626.6;630.2;617.9;0.14
19/07/2014;627.0;627.5;634.1;625.1;-0.07
20/07/2014;621.0;627.0;627.9;620.0;-0.97
21/07/2014;625.1;621.0;625.9;615.0;0.67
22/07/2014;622.5;625.1;628.8;620.0;-0.42
23/07/2014;621.7;622.5;625.0;621.0;-0.13
24/07/2014;601.9;621.7;622.0;599.4;-3.19
25/07/2014;600.5;601.9;609.1;597.4;-0.23
26/07/2014;596.0;600.5;603.0;593.3;-0.75
27/07/2014;595.0;596.0;601.5;593.7;-0.16
28/07/2014;587.9;595.0;597.5;578.1;-1.19
29/07/2014;585.8;587.9;591.3;579.5;-0.37
30/07/2014;564.6;585.8;586.1;564.2;-3.61
31/07/2014;589.5;564.6;593.7;564.0;4.41
01/08/2014;598.8;589.5;604.0;586.4;1.57
02/08/2014;591.7;598.8;598.9;587.4;-1.18
03/08/2014;588.9;591.7;592.1;580.6;-0.47
04/08/2014;592.8;588.9;595.1;586.5;0.65
05/08/2014;588.8;592.8;594.3;585.4;-0.68
06/08/2014;589.8;588.8;593.8;587.2;0.17
07/08/2014;592.8;589.8;595.1;587.9;0.51
08/08/2014;595.8;592.8;608.2;592.1;0.51
09/08/2014;589.5;595.8;595.6;587.4;-1.06
10/08/2014;592.1;589.5;596.6;588.1;0.43
11/08/2014;575.9;592.1;593.6;571.7;-2.73
12/08/2014;567.7;575.9;578.3;562.0;-1.43
13/08/2014;542.1;567.7;573.5;523.2;-4.50
14/08/2014;504.8;542.1;544.9;495.9;-6.88
15/08/2014;496.5;504.8;515.2;483.2;-1.65
16/08/2014;522.0;496.5;524.3;483.2;5.15
17/08/2014;485.5;522.0;524.7;478.2;-6.99
18/08/2014;462.2;485.5;493.3;450.0;-4.80
19/08/2014;485.1;462.2;487.0;455.8;4.96
20/08/2014;516.8;485.1;521.8;468.5;6.53
21/08/2014;517.9;516.8;537.2;511.4;0.22
22/08/2014;516.1;517.9;524.4;500.6;-0.36
23/08/2014;497.7;516.1;516.8;494.0;-3.57
24/08/2014;509.7;497.7;514.8;496.8;2.42
25/08/2014;502.9;509.7;511.3;499.7;-1.33
26/08/2014;512.6;502.9;516.0;501.8;1.91
27/08/2014;515.2;512.6;527.4;512.7;0.52
28/08/2014;510.8;515.2;521.6;503.3;-0.87
29/08/2014;512.6;510.8;515.2;506.7;0.35
30/08/2014;506.0;512.6;512.9;503.1;-1.29
31/08/2014;481.8;506.0;508.3;478.3;-4.78
01/09/2014;477.2;481.8;487.5;471.8;-0.95
02/09/2014;478.9;477.2;487.0;470.5;0.37
