09/04/2018;2896.72;2896.96;2900.18;2885.13;-0.17
09/05/2018;2888.60;2891.59;2894.21;2876.92;-0.28
09/06/2018;2878.05;2888.64;2892.05;2867.29;-0.37
09/07/2018;2871.68;2868.26;2883.81;2864.12;-0.22
09/10/2018;2877.13;2881.39;2886.93;2875.94;0.19
09/11/2018;2887.89;2871.57;2892.52;2866.78;0.37
09/12/2018;2888.92;2888.29;2894.65;2879.20;0.04
09/13/2018;2904.18;2896.85;2906.76;2896.39;0.53
09/14/2018;2904.98;2906.38;2908.30;2895.77;0.03
09/17/2018;2888.80;2903.83;2904.65;2886.16;-0.56
09/18/2018;2904.31;2890.74;2911.17;2890.43;0.54
09/19/2018;2907.95;2906.60;2912.36;2903.82;0.13
09/20/2018;2930.75;2919.73;2934.80;2919.73;0.78
09/21/2018;2929.67;2936.76;2940.91;2927.11;-0.04
09/24/2018;2919.37;2921.83;2923.79;2912.63;-0.35
09/25/2018;2915.56;2921.75;2923.95;2913.70;-0.13
09/26/2018;2905.97;2916.98;2931.15;2903.28;-0.33
09/27/2018;2914.00;2911.65;2927.22;2909.27;0.28
09/28/2018;2913.98;2910.03;2920.53;2907.50;-0.00
10/01/2018;2924.59;2926.29;2937.06;2917.91;0.36
10/02/2018;2923.43;2923.80;2931.42;2919.37;-0.04
10/03/2018;2925.51;2931.69;2939.86;2921.36;0.07
10/04/2018;2901.61;2919.35;2919.78;2883.92;-0.82
10/05/2018;2885.57;2902.54;2909.64;2869.29;-0.55
10/08/2018;2884.43;2877.53;2889.45;2862.08;-0.04
10/09/2018;2880.34;2882.51;2894.83;2874.27;-0.14
10/10/2018;2785.68;2873.90;2874.02;2784.86;-3.29
10/11/2018;2728.37;2776.87;2795.14;2710.51;-2.06
10/12/2018;2767.13;2770.54;2775.77;2729.44;1.42
10/15/2018;2750.79;2763.83;2775.99;2749.03;-0.59
10/16/2018;2809.92;2767.05;2813.46;2766.91;2.15
10/17/2018;2809.21;2811.67;2816.94;2781.81;-0.03
10/18/2018;2768.78;2802.00;2806.04;2755.18;-1.44
10/19/2018;2767.78;2775.66;2797.77;2760.27;-0.04
10/22/2018;2755.88;2773.94;2778.94;2749.22;-0.43
10/23/2018;2740.69;2721.03;2753.59;2691.43;-0.55
10/24/2018;2656.10;2737.87;2742.59;2651.89;-3.09
10/25/2018;2705.57;2674.88;2722.70;2667.84;1.86
10/26/2018;2658.69;2667.86;2692.38;2628.16;-1.73
10/29/2018;2641.25;2682.65;2706.85;2603.54;-0.66
10/30/2018;2682.63;2640.68;2685.43;2635.34;1.57
10/31/2018;2711.74;2705.60;2736.69;2705.60;1.09
11/01/2018;2740.37;2717.58;2741.67;2708.85;1.06
11/02/2018;2723.06;2745.45;2756.55;2700.44;-0.63
11/05/2018;2738.31;2726.37;2744.27;2717.94;0.56
11/06/2018;2755.45;2738.40;2756.82;2737.08;0.63
11/07/2018;2813.89;2774.13;2815.15;2774.13;2.12
11/08/2018;2806.83;2806.38;2814.75;2794.99;-0.25
11/09/2018;2781.01;2794.10;2794.10;2764.24;-0.92
11/12/2018;2726.22;2773.93;2775.99;2722.00;-1.97
11/13/2018;2722.18;2730.05;2754.60;2714.98;-0.15
